word	formalized_word
kopdarbanjarnegara	kopi darat banjarnegara
koplak	kocak
koplakkk	koplak
koq	kok
korek2	korek-korek
korup	korupsi
korwilnya	koordinator wilayahnya
kostom	kostum
kota2	kota-kota
kox	kok
kozong	kosong
kp	kampung
kpada	kepada
kpan	kapan
kpancing	terpancing
kpd	kepada
kpleset	kepleset
kpn	kapan
kpn2	kapan-kapan
kpnjangan	kepanjangan
kpnpun	kapanpun
kpotong	kepotong
kptsan	keputusan
kpuasan	kepuasan
kq	kok
kqmu	kamu
kr	kira
kr	kramat
kra	kira
kraya	karya
kreative	kreatif
kreean	keren
kreeenn	keren
kreen	keren
kren	keren
krena	karena
krenn	keren
krenz	keren
kri	kiri
krik	garing
krim	kirim
kriput	keriput
krjaan	pekerjaan
krm	kemarin
krm	kirim
krmh	ke rumah
krn	karena
krna	karena
krnakan	karenakan
krng	kurang
krpoooo	kepo
krudung	kerudung
krudungan	kerudungan
krus	kurus
krya	karya
krywn	karyawan
ksenangan	kesenangan
ksh	kasih
ksih	kasih
ksini	kesini
ksitu	kesitu
kslahan	kesalahan
kslhn	kesalahan
ksni	kesini
ksukaanmuuu	kesukaanmu
ksyngn	kesayangan
kt	kita
kt2	kata-kata
kta	kata
kta	kita
ktaa	kita
ktaatan	ketaatan
ktanya	katanya
ktauan	ketahuan
ktawa	ketawa
ktemu	ketemu
ktergantungan	ketergantungan
kterlmbatan	keterlambatan
ktg	kita
ktika	ketika
ktmu	ketemu
ktmy	katanya
ktny	katanya
ktnya	katanya
ktp	kartu tanda penduduk
ktr	kantor
ktwa	ketawa
ktx	katanya
kuaaatt	kuat
kuatttt	kuat
kubarikan	kuberikan
kucing'y	kucingnya
kudu	harus
kueren2	keren-keren
kulir	kurir
kuliyh	kuliah
kuninggg	kuning
kuningggg	kuning
kunjungin	kunjungi
kuper	kurang pergaulan
kuq	kok
kura2	kura-kura
kurangin	kurangi
kurbih	kurang lebih
kureeeen	keren
kurg	kurang
kurier	kurir
kurng	kurang
kusem	kusam
kususnya	khususnya
kutuu	kutu
kuu	ku
kuy	yuk
kuyy	yuk
kuyyy	yuk
kw	imitasi
kw	kau
kwatir	kawatir
kx	kak
kx	kakak
ky	kaya
ky	kayak
ky	seperti
kya	kaya
kya	kayak
kyak	kayak
kyaknya	kayaknya
kyanya	kayanya
kyax	kayak
kyk	kayak
kyk	seperti
kyk.a	kayaknya
kykny	kayanya
kyknya	kayaknya
kyky kayaknya
kyy	kaya
la	lah
laa	lah
laaaah	lah
lach	lah
ladenin	meladeni
laen	lain
laenny	lainnya
lafazd	lafaz
lagihh	lagi
lagii	lagi
lagiii	lagi
lagiiii	lagi
laginy	laginya
lagu'y	lagunya
lagu2	lagu-lagu
lagu2nya	lagu-lagunya
lahh	lah
lahhh	lah
lahhhhhh	lah
lahirr	lahir
lainnn	lain
lainnyaa	lainnya
lainy	lainnya
lairannya	kelahirannya
laka	kecelakaan
laki"	laki-laki
laki2	laki-laki
lakik	laki
laku"	laku-laku
lakuin	lakukan
lakuin	melakukan
lam	lama
lam	salam
lama2	lama-lama
lambreta	lambat
lamp	lampiran
lanancar	lancar
lancaaaaarrr	lancar
lancr	lancar
langgengggg	langgeng
langgenh	langgeng
langsungbrakit	langsung rakit
lanjutin	lanjutkan
lanjutkaaaaan	lanjutkan
lansia	lanjut usia
lanud	landasan udara
lanud	landasan udara regitrasi
lapakk	lapak
lapas	lembaga pemasyarakatan
latgab	latihan gabungan
latian	latihan
lau	kau
lawaaaas	lawas
lbh	lebih
lbih	lebih
lbihh	lebih
lbran	lebaran
lbur	libur
lcu	lucu
le	boleh
lebar2	lebar-lebar
lebay	berlebihan
lebayy	lebay
lebh	lebih
ledekin	ledeki
ledkin	meledeki
leh	boleh
lekong	laki
lekong	laki-laki
lelet	lambat
lemot	lambat berfikir
lemot	lemah otak
lengkapp	lengkap
lengkeeett	lengket
lenje	lenjeh
lepasin	melepas
lg	lagi
lggeng	langgeng
lggi	lagi
lgi	lagi
lgkah2	langkah-langkah
lgkp	lengkap
lgs	langsung
lgsg	langsung
lgsung	langsung
lgu	lagu
lgunya	lagunya
lh	boleh
lh	lah
lha	lah
lhaaa	lah
lhat	lihat
lhir	lahir
lhirr	lahir
lho	loh
lhoo	loh
lhooo	loh
lht	lihat
lht"	lihat-lihar
liaat	lihat
liaatt	lihat
liad	lihat
liat	lihat
liat'y	lihatnya
liat2	lihat-lihat
liatiii	lihat
liatin	memperlihatkan
liatin	perlihatkan
liatlah	lihatlah
liatnya	lihatnya
liatnyaaa	lihatnya
liatt	lihat
liattt	lihat
lihaat	lihat
lihaatttt	lihat
liht	lihat
lingin	pengin
linmas	perlindungan masyarakat
lipetan	lipatan
liptsk	lipstik
litbang	penelitian dan pengembangan
liyat	lihat
liyatnya	lihatnya
lkuin	lakukan
llki	lelaki
lluu	lu
lluuccuu	lucu
lma	lama
lmari	lemari
lmyan	lumayan
lmyn	lumayan
lncar	lancar
lncr	lancar
lngkp	lengkap
lngsing	langsing
lngsng	langasung
lngsung	langsung
lo	kamu
loch	loh
loe	kamu
loe	lo
lohh	lo
lohh	loh
lohhh	loh
lohhhh	loh
loksyut	lokasi syuting
lol	tertawa
lola	lambat berfikir
lom	belum
loncatt	loncat
loncattt	loncat
loo	lo
loo	loh
looh	loh
loohhh	loh
looo	loh
loooh	loh
looohh	loh
loundry	laundry
louph	cinta
loupz	cinta
low	kalau
lowh	kamu
lp	lupa
lsg	langsung
lt	lantai
lu	kamu
luaarrr	luar
luber	langsung, umum, bebas, dan rahasia
luccu	lucu
luchu	lucu
luchuw	lucu
luco	lucu
lucu2	lucu-lucu
lucuk	lucu
lucukkkkk	lucu
lucunaaa	lucunya
lucunyah	lucunya
lucuu	lucu
lucuukk	lucu
lucuuu	lucu
lucuuuk	lucu
lucuuuu	lucu
lucuuuuu	lucu
lucuuuuuuuu	lucu
lucuuuuuuuuuu	lucu
lucux	lucunya
luff	cinta
luh	lu
luhhh	lu
lum	belum
lupain	melupakan
luph	cinta
lurusin	meluruskan
luthu	lucu
luthuna	lucunya
lutu	lucu
lutuna	lucunya
lutunaa	lucunya
lutunaaa	lucunya
luu	lu
luucuuu	lucu
luuuaaaar	luar
luuuaar	luar
luuuucuuu	lucu
lw	kalau
lw	kamu
lw	lu
lwat	lewat
lwn	lawan
lwt	lewat
lyt	lihat
m	dan
m	sama
ma	sama
ma kasih	terima kasih
maaasss	mas
maacih	terima kasih
maaciw	terima kasih
maafin	memaafi
maak	mak
maap	maaf
maapin	maaf
maapin	maafi
maapin	maafkan
maau	mau
maauuu	mau
mabal	bolos
mabes	markas besar
macam2	macam-macam
macem	macam
macem-macem	macam-macam
macem2	macam-macam
macih	masih
madesu	masa depan suram
maem	makan
maen	main
maenya	mainnya
maf	maaf
magabut	makan gaji buta
magrib"	magrib-magrib
mahall	mahal
mahatma	maju sehat bersama
mahh	mah
mahhhh	mah
maho	homo
maho	manusia homo
mai	mau
main2	main-main
majalh	majalah
majuuu	maju
mak	ibu
mak jang	kaget
makany	makanya
makanyaa	makanya
makasi	terima kasih
makasih	terima kasih
make	memakai
maki"	maki-maki
makin	semakin
makinnn	makin
makkk	mak
makny	maknya
maksain	maksakan
maksain	memaksa
maksain	memaksakan
maksd	maksud
maksh	terima kasih
maksi	terima kasih
maksih	terima kasih
maksir	menaksir
maksutku	maksudku
malah	bahkan
malam"	malam-malam
malam2	malam-malam
malangg	malang
malem	malam
malem"	malam-malam
malem-malem	malam-malam
males	malas
malh	malah
malingg	maling
malsudnya	maksudnya
malu2in	malu-malui
malu2in	memalukan
maluu	malu
maluuu	malu
maluuuu	malu
mam	makan
mama.nyy	mamanya
mamah	ibu
mamas	mas
mamax	mamanya
mamer	memamerkan
mampuussss	mampus
mampuuu	mampu
mamz	makan
mancing2	memancing-mancing
mancungin	memancungkan
mandiin	memandikan
mandiriii	mandiri
maneh	kamu
manfatin	manfaatkan
mang	memang
manies	manis
maniez	manis
manisnyaaaa	manisnya
manisss	manis
manjaaaa	manja
manjain	memanjakan
mansetan	bermanset
mansyoallah	masyaallah
manta	mantan
mantaaaap	mantap
mantaaap	mantap
mantaap	mantap
mantabb	mantab
mantabs	mantab
mantaff	mantap
mantanny	mantannya
mantapp	mantap
mantappp	mantap
mantapppppp	mantap
manteb	mantap
manteep	mantap
mantep	mantap
mantepp	mantap
manteppp	mantap
mantes	memantas
manusiy	manusia
mao	mau
mapannnn	mapan
marah2	marah-marah
marah2an	marah-marahan
marh	marah
markus	makelar kasus
martabakk	martabak
mas2	mas-mas
masa2	masa-masa
masaaaa	masa
masalah2	masalah-masalah
masalahh	masalah
masi	masih
masihh	masih
masing"	masing-masing
masing2	masih
masing2	masing-masing
masio	masih
maslah	masalah
maso	masa
massss	mas
masukin	masukkan
masukin	memasuki
masukin	memasukkan
masyaallahhh	masyaallah
masyarakay	masyarakat
mata'y	matanya
matany	matanya
mataq	mataku
mateeeeeeeeeeee	mati
mateeeek	mati
mati"an	mati-matian
matian"	mati-matian
matii	mati
mato	mata
mattihhh	mati
mauny	maunya
mauu	mau
mauuu	mau
mauuuu	mau
mauuuuu	mau
mauuuuuu	mau
mauuuuuuu	mau
maw	mau
max	maksimal
may	mau
mayan	lumayan
mayann	lumayan
mb	mbak
mba	mbak
mba"	mbak-mbak
mbaa	mbak
mbaaa	mbak
mbaaahhh	mbah
mbaaass	mbak
mbaak	mbak
mbaakk	mbak
mbahh	mbah
mbak"	mbak-mbak
mbak2	mbak-mbak
mbaknyaahh	mbaknya
mbakx	mbaknya
mbanya	mbaknya
mbasay	mbak sayang
mbenerin	embenakan
mbg	mbak
mbil	sambil
mbk	mbak
mblo	jomblo
mblooo	jomblo
mboizzz	bois
mbuh	embuh
mcm	macam
mcm"	macam-macam
md2ah	mudah-mudahan
mdah"	mudah-mudah
mdah2an	mudah-mudahan
mdh"	mudah-mudah
mdh"an	mudah-mudahan
mdh"n	mudah-mudahan
mdh2an	mudah-mudahan
mdh2n	mudah-mudahan
med	selamat
megang	memegang
mehoonggggg	mahal
meker	mikir
melahirin	melahirkan
melakukn	melakukan
melebihin	melebihi
melihara	memelihara
melu	ikut
meluk	memeluk
membanding"	membanding-banding
membelikansepeda	membelikan sepeda
memcapai	mencapai
memverikan	memberikan
men	teman
menasehati	menasihati
menbelah	membelah
mendam	memendam
mendapatkn	mendapatkan
mendarat mulus	sampai
mendaratt	sampai
mendaratttt	mendarat
mending	lebih baik
mendj	menjadi
mendo'ak	mendoakan
menegerti	mengerti
mengait2kan	mengait-ngaitkan
mengalahkn	mengalahkan
mengepel	ngapel
mengherthii	mengerti
menghilangkn	menghilangkan
mengikutii	mengikuti
mengirusi	mengurusi
mengncang	mengencang
mengperbolehkan	memperbolehkan
menjd	menjadi
menjdi	menjadi
menjelekan	menjelekkan
menjwab	menjawab
mensupport	mendukung
mentah"	mentah-mentah
mentang"	mentang-mentang
mentereng	terik
menurur	menurut
menyebut2	menyebut-nyebut
menyenangkn	menyenangkan
menyimax	menyimak
mepet	dekat sekali
meragukann	meragukan
meranin	memerankan
merapatttttt	merapat
mereka2	mereka-mereka
merekaa	mereka
merekaaaa	mereka
merekak	mereka
merenofasi	merenovasi
meriahh	meriah
meridhoi	meridai
merindinggg	merinding
merk	merek
merka	mereka
merrid	merit
mersa	merasa
mesrany	mesranya
met	selamat
mewujudkn	mewujudkan
mf	maaf
mff	maaf
mfl	maaf
mg	moga
mga	semoga
mgg	semoga
mgk	mungkin
mgkin	mungkin
mgkn	mungkin
mgu	minggu
mh	mah
mhn	mohon
mhon	mohon
miara	memiara
mich	nih
migas	minyak dan gas bumi
miker	minuman keras
mikir2	memikir-mikir
mikirin	memikirkan
mikirinnn	memikirkan
mikol	minuman beralkohol
mikum	assalamualaikum
milih	memilih
milikin	memiliki
milis	mailing list
mimin	admin
mimpi2	mimpi-mimpi
mimpi2nya	mimpi-mimpinya
mimpiii	mimpi
mimpikuu	mimpiku
minder	menghindar
minggu2	minggu-minggu
minpi	mimpi
minta	meminta
mintk	minta
minyak"an	minyak-minyakan
minyakan"	minyak-minyakan
miras	minuman keras
miriiiiip	mirip
miriiiip	mirip
miriiippp	mirip
miriip	mirip
miring2	miring-miring
miriplahhhhhh	miriplah
miripp	mirip
mirippp	mirip
miripppp	mirip
mirp	mirip
mitnah	memfitnah
mjd	menjadi
mjlh	majalah
mk	maka
mk.a	makanya
mkanya	makanya
mkasih	terimakasih
mkin	makin
mkir	memikir
mkn	makin
mknya	maka itu
mknya	makanya
mksd	maksud
mksdku	maksudku
mksdny	maksudnya
mksdnya	maksudnya
mksdx	maksudnya
mksh	terima kasih
mksi	terima kasih
mksih	terima kasih
mkst	maksud
mksud	maksud
mlah	malah
mlalui	melalui
mlati	melati
mlepaskan	melepaskan
mlh	malah
mlikk	milik
mlm	malam
mls	malas
mlt.a	mulutnya
mlu	malu
mlu	melulu
mlulu	melulu
mlz	malas
mmang	memang
mmbanggakan	membanggakan
mmbela	membela
mmberi	memberi
mmberikan	memberikan
mmberikn	memberikan
mmbodohkan	membodohkan
mmg	memang
mmperbaiki	memperbaiki
mmz	mas
mn	mana
mna	mana
mnambah	menambah
mnambh	menambah
mnanti	menanti
mncapai	mencapai
mncoba	mencoba
mndaptkan	mendapatkan
mnding	mending
mndpat	mendapat
mndpt	mendapat
mnerima	menerima
mngasi	mengasih
mngerti	mengerti
mnghina	menghina
mngikuti	mengikuti
mngira	mengira
mngkannya	mangkanya
mngkin	mungkin
mngkn	mungkin
mnilai	menilai
mningglkn	meninggalkan
mnis2nya	manis-manisnya
mnisss	manis
mnjadi	menjadi
mnjawab	menjawab
mnjdi	menjadi
mnjdkan	menjadikan
mnjdkn	menjadikan
mnjijikaaaaaan	menjijikkan
mnjmput	menjemput
mnjual	menjual
mnmbh	menambah
mnrtkuu	menurutku
mnt	minta
mnta	minta
mntn	mantan
mnusuk	menusuk
mnutup	menutup
mnyalahkan	menyalahkan
mnyambung	menyambung
mnyerah	menyerah
mo	mau
model2	model-model
modes	modis
moga	semoga
moga"	semoga
moga"	semoga-semoga
moge	motor gede
mohom	mohon
mokad	mati
mokat	mati
momongan	anak
moqa	moga
moso	masa
mosok	masa
motifasi	motivasi
motret	memotret
mpan	mapan
mpe	sampai
mrah	marah
mrangkul	merangkul
mreka	mereka
mrekaa	mereka
mrekaaaa	mereka
mrip	mirip
mrit	merit
mrk	mereka
mrka	mereka
mrnghadapi	menghadapi
mrusak	merusak
ms	masih
ms"	masa-masa
msa	masa
msalah	masalah
msg2	masing-masing
msh	masih
msi	masih
msih	masih
msk	masuk
mskasih	terima kasih
msknya	masaknya
mskpn	meskipun
mskpun	meskipun
mslh	masalah
mslhnya	masalahnya
msng2	masing-masing
mst	mesti
msuk	masuk
mt	makan teman
mtanya	matanya
mti	mati
mu	mau
muahal	mahal
mualll	mual
muantaap	mantap
muantteepp	mantap
mubes	musyawarah besar
mudaa	muda
mudah"an	mudah-mudahan
mudah"n	mudah-mudahan
mudah'an	mudah-mudahan
mudah2	mudah-mudah
mudah2	mudah-mudahan
mudah2an	mudah-mudahan
mudah2han	mudah-mudahan
mudah2n	mudah-mudahan
mudah2xan	mudah-mudahan
mudahan"	mudah-mudahan
mudahn"	mudah-mudahan
mudh"an	mudah-mudahan
mudhan"	mudah-mudahan
muga	moga
muka"	muka-muka
muka2	muka-muka
mukae	mukanya
mukanyaa	mukanya
mukax	mukanya
muke	muka
muker	musyawarah kerja
muliany	mulianya
mulu	melulu
muluk2	muluk-muluk
mulusssss	mulus
mulut2	mulut-mulut
mulutny	mulutnya
mulutnyaaa	mulutnya
muluuu	melulu
mumet	pusing
mumpung	selagi
muna	munafik
munaafikk	munafik
munafikk	munafik
munas	musyawarah nasional
munaslub	musyawarah nasional luar biasa
mungki	mungkin
mungkiin	mungkin
muntaber	muntah dan berak
mupeng	muka pengin
muraaaaah	murah
murahhh	murah
murhan	murahan
murmer	murah meriah
musda	musyawarah daerah
musti	mesti
muter2	mutar-mutar
mutihin	memutihkan
mutuain	memutuskan
mutusin	memutuskan
muup	maaf
muupz	maaf
muuuu	mu
muuv	maaf
muwujutkan	mewujudkan
muydah"m	mudah-mudahan
mw	mau
mw	now watching
mz	mas
n	dan
na	nya
naaaa	nya
naaaaahh	nah
naaaak	nak
naaahhh	nah
naahhh	nah
naek	naik
nafass	nafas
nafkahin	menafkahi
naggung	menanggung
nagih	menagih
nagihin	menagihkan
nagiss	menangis
nahan	menahan
nahannnn	tahan
nahh	nah
nahhh	nah
najiss	najis
naka	nakal
naksir	menaksir
nakutin	menakutkan
nal	kenal
nama"	nama-nama
nama'in	namai
nama.a	namanya
namain	menamai
namain	namai
namany	namanya
namax	namanya
nambah	bertambah
nambah	menambah
nambah	tambah
nambahh	bertambah
namnya	namanya
nampak	menampak
nampar	menampar
nanam	menanam
nanget	banget
nanggepin	menanggapi
nangiiiiis	menangis
nangiiis	menangis
nangiis	menangis
nangis	menangis
nangis"	menangis-nangis
nangiss	menangis
nangisss	menangis
nantangin	menantang
nantii	nanti
nantiii	nanti
nantik	nanti
nanya	bertanya
nanya	tanya
nanya2	tanya-tanya
naon	apa
napa	kenapa
napi	narapidana
napol	narapidana politik
napsuu	napsu
napza	narkotika, alkohol, psikotropika, dan zat adiktif
naq	anak
nari	menari
narik	menarik
narkoba	narkotika, psikotropika, dan obat terlarang
narsis	bangga pada diri sendiri
nasehatin	menasihati
nasgor	nasi goreng
natap	menatap
naturalllll	natural
nawaitunya	niatnya
nawarin	menawari
nawarn	menawarkan
nax	anak
naxanya	bertanyanya
ncek	encek
nd	indak
nda	indak
nda	tidak
ndak	enggak
ndak	indak
ndak	tidak
ndiri	sendiri
ndukung	mendukung
ndut	gendut
ne	ini
nee	ini
negri	negeri
neh	nih
neko2	neko-neko
nekolim	neokolonialisme
nekolin	neokolonialisme
nelfon	menelepon
nembak	menembak
nembak	menyatakan cinta
nempel	menempel
nemuin	menemukan
nenek"	nenek-nenek
nenek2	nenek-nenek
nengok	menengok
nentuin	menentukan
nerawang	menerawang
nerima	menerima
nerusin	meneruskan
netaas	menetas
netes	menetes
nga	enggak
ngaap	maaf
ngabis2in	menghabiskan
ngabuburit	menunggu berbuka puasa
ngaca	mengaca
ngacaaa	mengaca
ngaco	mengaco
ngadain	mengadakan
ngademin	mengademkan
ngadu	mengadu
ngajak	mengajak
ngajar	mengajar
ngajarin	mengajari
ngajarin	mengajarkan
ngajarnya	mengajarnya
ngaji	mengaji
ngajuin	mengajukan
ngak	enggak
ngakaaaakkk	mengakak
ngakak	mengakak
ngakak	tertawa
ngakakkk	mengakak
ngaku	mengaku
ngaku"	mengaku-ngaku
ngalah	mengalah
ngalahin	mengalahkan
ngalamin	mengalami
ngalir	mengalir
ngalirrrrr	mengalir
ngamatin	mengamati
ngambek	marah
ngambek	mengambek
ngambekan	ambekan
ngambeknya	mengambeknya
ngambil	mengambil
ngamini	mengaminkan
ngampekeun	menyampaikan
ngampus	pergi ke kampus
nganbek	mengambek
ngandalin	mengandalkan
nganggepin	menanggapi
nganggur	tidak punya pekerjaan
ngantar	mengantar
nganteng	ganteng
nganter	mengantar
nganterin	mengantarkan
ngantri	mengantri
ngapah	kenapa
ngapain	mengapa
ngapain	mengapai
ngapain	sedang apa
ngapasih	mengapa sih
ngapus	menghapus
ngarang	mengarang
ngarep	mengharap
ngareppppp	mengharap
ngaret	terlambat
ngarsipin	mengarsipkan
ngaruh	berpengaruh
ngasi	mengasih
ngasih	memberikan
ngasih	mengasih
ngasih2	mengasih-ngasih
ngata2in	mengata-ngatai
ngata2in	mengatai-ngatai
ngatai	mengatai
ngatain	mengatai
ngatur	mengatur
ngawur	berbicara sembarangan
ngayal	mengkhayal
ngblank	nge-blank
ngcpin	mengucapkan
ngebala	bala
ngebales	membalas
ngebandel	berbuat bandel
ngebantu	membantu
ngebatalin	membatalkan
ngebedain	membedakan
ngebela	membela
ngebelain	membela
ngebenci	membenci
ngebiarin	membiarkan
ngebolehin	membolehkan
ngebuktiin	membuktikan
ngecek	mengecek
ngeceng	kumpul bareng-bareng
nged	banget
ngedaftarin	mendaftarkan
ngeditnya	mengeditnya
ngedukung	mendukung
ngefans	fan
ngegampar	menggampar
ngegantiin	menggantikan
ngegemesin	menggemaskan
ngegmesin	menggemaskan
ngegosip	bergosip
ngeh	engah
ngeh	sadar
ngeh	tahu
ngehakimi	menghakimi
ngehancurin	menghancurkan
ngehina	menghina
ngehujat	menghujat
ngeidealin	mengidealkan
ngejalani	menjalaninya
ngejar	mengejar
ngejatuhin	manjatuhkan
ngejelek	menjelekkan
ngejelek2in	menjelek-jelekkan
ngejilat	menjilat
ngejuangin	memperjuangkan
ngekeh	kekeh
ngekek	mengekek
ngeklaim	mengklaim
ngekos	tinggal di kos
ngeksis	menjadi eksis
ngelahirin	melahirkan
ngelakuin	melakukan
ngelamar	melamar
ngelaporin	melaporkan
ngelarang	melarang
ngelawak	melawak
ngelawan	melawan
ngeles	berkilah
ngelewati	melewati
ngeliat	melihat
ngeliatin	melihati
ngeliatnya	melihatnya
ngelidur	menggigau
ngelihat	melihat
ngelihatnya	melihatnya
ngelola	mengelola
ngeluarin	mengeluarkan
ngelucu	melucu
ngembali	kembali
ngembaliin	mengamballikan
ngemeng	bicara terus-terusan
ngemeng	mengomong
ngemis	mengemis
ngepake'	memakai
ngepoin	mengepoi
ngerakit	merakit
ngerampas	merampas
ngerampok	merampok
ngerasa	merasa
ngerasain	merasai
ngerasain	merasakan
ngerayain	merayakan
ngerebut	merebut
ngerebut"	merebut-rebut
ngerendahin	merendahkan
ngerespon	merespons
ngeri2	ngeri-ngeri
ngerii	ngeri
ngeriiiiii	ngeri
ngerrrriiii	ngeri
ngerti	mengerti
ngertii	mengerti
ngertiin	mengerti
ngerubah	mengubah
ngerubah	merubah
ngerussak	merusak
ngesel	menyesal
ngeselin	mengesalkan
nget	banget
ngetik	mengetik
ngetok	mengetuk
ngets	banget
ngetsz	banget
ngettt	banget
ngeuh	engah
ngfans	fan
ngg	enggak
ngga	enggak
ngga	tidak
nggak	enggak
nggak	tidak
nggali	menggali
nggeh	engah
ngggk	enggak
nggk	enggak
ngibul	berbohong
ngidam	mengidam
ngikut	ikut
ngikutin	mengikuti
ngilang	menghilang
ngilangin	menghilangkan
ngiler	mau
ngilerrrr	mengiler
ngimpi	mimpi
nginep	menginap
ngingetin	mengingatkan
nginjek	menginjak
ngintilin	mengintil
ngintip	mengintip
ngintip2	ngintip-ngintip
ngiri	iri
ngiri	mengiri
ngiriii	mengiri
ngirim	mengirim
ngiringan	mengiringi
ngiritya	mengiritnya
ngisi	mengisi
ngisiin	mengisikan
ngitem	menghitam
ngk	enggak
ngkkkkkk	mengakak
ngmg	bicara
ngmg	mengomong
ngmgin	mengomongkan
ngmng	bicara
ngmng	mengomong
ngmngin	mengomongkan
ngmngnya	mengomongnya
ngnter	mengantar
ngobrol	mengobrol
ngoceh	mengoceh
ngocok	mengocok
ngocol	lucu
ngolokin	mengolok
ngom	mengomong
ngomen	mengomentari
ngomenin	mengomentari
ngomentarin	mengomentari
ngomentnya	mengomentarinya
ngomng	mengomong
ngomomg	mengomong
ngomong	bicara
ngomong	mengomong
ngomong"	ngomong-ngomong
ngomongin	membicarakan
ngomongin	mengomongkan
ngomongnya	mengomongnya
ngorbanin	mengorbankan
ngp	mengapa
ngrasain	merasai
ngrasain	merasakan
ngrebut	merebut
ngri	negeri
ngriii	mengiri
ngrti	mengerti
ngrusak	merusak
ngrusin	mengurusi
ngtain	mengatai
ngtif	negatif
ngubek2	mencari-cari
nguburin	menguburkan
ngucapin	mengucapkan
ngulangin	mengulangi
ngumbar	mengumbar
ngumbar2	mengumbar-umbar
ngumpat2	mengumpat-ngumpat
ngumpet"	mengumpet-ngumpet
ngumpul	berkumpul
ngumpul	mengumpul
ngumpulin	mengumpulkan
ngumung	mengomong
ngungkit2	mengungkit-ungkit
ngurus	mengurus
ngurusan	mengurusi
ngurusin	mengurus
ngurusin	mengurusi
nh	nih
nha	nya
ni	ini
ni	nih
nich	nih
nie	ini
nie	nih
niech	nih
nih	ini
nih2	nih-nih
nihh	nih
nihhh	nih
nii	ini
niih	nih
niihh	nih
niiih	nih
niiihh	nih
niiiih	nih
niiiihh	nih
nikaah	nikah
nikahin	menikahi
nikmatin	menikmati
nilai2	nilai-nilai
nimbrung	ikut serta
nimpuk	menimpuk
ninggalin	meninggalkan
ninggiin	meninggikan
nipu	menipu
niru	meniru
niy	nih
niyh	nih
niyyyyhhhh	nih
njay	anjay
njayyy	anjay
njerr	anjir
njiirr	anjir
njir	anjir
njirr	anjir
njirrr	anjir
njrittt	anjir
nkah	nikah
nm	nama
nmany	namanya
nmanya	namanya
nmbah	bertambah
nmbah	menambah
nmbk	menembak
nmnya	namanya
nmor	nomor
nmpk	nampak
nmr	nomor
nnt	nanti
nnti	nanti
nntn	menonton
nntn	nonton
nnton	menonton
nny	tanya
no	nomor
nobar	menonton bareng
nobar	nonton bareng
nolongin	menolong
nomer	nomor
nongkrong	kumpul-kumpul
nongol2	muncul-muncul
nonstop	non-stop
nonton	menonton
nontonnnn	menonton
nontonny	menontonnya
nontonx	menontonnya
nontonya	menontonnya
nontoonnn	menonton
notif	notifikasi
novembr	november
np	now playing
nraktir	mentraktir
nrima	terima
nrka	neraka
nrp	narapidana
nt	nanti
ntab	mantab
ntaf	mantap
ntah	entah
ntap	mantap
ntappp	mantap
ntapsss	mantap
ntar	entar
ntar	nanti
ntar	sebentar
nti	nanti
ntik	cantik
ntikk	cantik
ntn	menonton
ntn	nonton
nton	menonton
ntr	entar
nuduh	menuduh
nuhun	terima kasih
nulis	menulis
numpang	menumpang
numpuk	bertumpuk
nunduk	menunduk
nunggu	menunggu
nungguin	menunggu
nuntut	menuntut
nusuk	menusuk
nutup"in	nutup-nutupi
nutupin	menutupi
nutupin"	menutup-nutupi
ny	nya
nyaa	nya
nyaaa	nya
nyaaaa	nya
nyaaaaaaa	nya
nyaaaaaaaaa	nya
nyaaaaaaaaaaaaa	nya
nyadar	menyadar
nyadar	menyadari
nyadar	sadar
nyah	nya
nyairin	mencairkan
nyakitin	menyakiti
nyala	menyala
nyalahin	menyalahkan
nyamain	menyamakan
nyambet	menyambat
nyambung	menyambung
nyambungin	menyambung
nyampah	membuat sampah
nyampah	menyampah
nyampe	sampai
nyampein	menyampaikan
nyampenya	sampainya
nyangka	menyangka
nyangkaa	menyangka
nyangkut	tersangkut
nyangkutnya	menyangkutnya
nyangkuttt	tersangkut
nyanyiin	menyanyi
nyanyiin	menyanyikan
nyanyiin	nyanyikan
nyaranin	menyarani
nyaranin	menyarankan
nyari	mencari
nyariin	mencari
nyaru	menyaru
nyasar	menyasar
nyatakan	menyatakan
nyatok	mencatok
nyebelin	menyebalkan
nyebur	mencebur
nyebut2	menyebut-nyebut
nyebutin	menyebutkan
nyekar	menyekar
nyekolahin	menyekolahkan
nyela	mencela
nyelesain	menyelesaikan
nyempetin	menyempatkan
nyender	menyandar
nyenengin	menyenangkan
nyengir	menyengir
nyeniii	menyeni
nyeplak	menjiplak
nyerah	menyerah
nyerahin	menyerahkan
nyerang	menyerang
nyerocooooos	mencerocos
nyerocos	mencerocos
nyesek	menyesak
nyesel	menyesal
nyesell	menyesal
nyet	monyet
nyetir	menyetir
nyia2in	menyia-nyiakan
nyiapin	mempersiapkan
nyiapin	menyiapkan
nyicil	mencicil
nyimak	menyimak
nyimpen	menyimpan
nyindir	menyindir
nyindirin	menyindir
nyinyirin	nyinyir
nyir2	nyinyir
nyiram	menyiram
nyisa	tersisa
nympe	sampai
nyngka	menyangka
nyo	nya
nyoba	mencoba
nyobain	mencoba
nyoblos	mencoblos
nyok	ayo
nyok	yuk
nyokap	ibu
nyolong	mencolong
